#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Kb)	GC%	Host	Segmemts	Genes	Proteins	Release Date	Modify Date	Status
Pseudoalteromonas phage PHS3	1913111		0	unclassified phages	unclassified	35.626	20.4	bacteria	KX912252.1	-	58	2016/11/19	2018/03/12	Complete Genome
Aeribacillus phage AP45	1913112		0	unclassified phages	unclassified	51.606	38.3	bacteria	KX965989.1	-	73	2016/11/30	2016/11/30	Complete Genome
Alteromonas phage PB15	1913113		0	unclassified phages	unclassified	37.333	45.5	bacteria	KX982260.1	-	61	2016/11/19	2016/11/19	Complete Genome
Salmonella phage vB_SenS_Sasha	1913114		0	dsDNA viruses, no RNA stage	Siphoviridae	53.263	43.7	bacteria	KX987158.1	81	81	2017/01/18	2017/01/18	Complete Genome
Salmonella phage vB_SenS_Sergei	1913117		0	dsDNA viruses, no RNA stage	Siphoviridae	56.051	43.5	bacteria	KY002061.1	91	91	2017/01/18	2017/01/18	Complete Genome
Mycobacterium phage Empress	1913118		0	dsDNA viruses, no RNA stage	Siphoviridae	57.155	61.5	bacteria	KY012363.1	104	104	2016/11/19	2016/11/19	Complete Genome
Erythrobacter phage vB_EliS_R6L	1913119		0	unclassified phages	unclassified	65.675	66.5	bacteria	KY006853.1	108	108	2017/02/06	2017/02/06	Complete Genome
Lactococcus phage PLg-TB25	1913145		0	dsDNA viruses, no RNA stage	Siphoviridae	38.122	34.5	bacteria	KX833905.1	-	58	2017/05/12	2017/05/12	Complete Genome
Staphylococcus phage SpT152	1913446		0	dsDNA viruses, no RNA stage	Siphoviridae	41.087	35.5	bacteria	KX827369.1	68	68	2016/11/23	2016/11/23	Complete Genome
Staphylococcus phage SpT252	1913447		0	dsDNA viruses, no RNA stage	Siphoviridae	40.093	35.7	bacteria	KX827370.1	66	66	2016/11/23	2016/11/23	Complete Genome
Staphylococcus phage SpT5	1913448		0	dsDNA viruses, no RNA stage	Siphoviridae	39.804	35.8	bacteria	KX827368.1	67	67	2016/11/23	2016/11/23	Complete Genome
Staphylococcus phage SpT99F3	1913449		0	dsDNA viruses, no RNA stage	Siphoviridae	40.751	35.6	bacteria	KX827371.1	68	68	2016/11/23	2016/11/23	Complete Genome
Pseudomonas phage PA5	1913570		0	dsDNA viruses, no RNA stage	Myoviridae	66.182	55.5	bacteria	KY000082.1	-	101	2016/11/23	2016/11/23	Complete Genome
Acinetobacter phage AM24	1913571		0	dsDNA viruses, no RNA stage	Myoviridae	97.139	37.3	bacteria	KY000079.1	-	146	2016/11/23	2016/11/23	Complete Genome
Klebsiella phage KPV15	1913572		0	dsDNA viruses, no RNA stage	Myoviridae	167.034	39.5	bacteria	KY000080.1	-	299	2016/11/23	2016/11/23	Complete Genome
Klebsiella phage KPV811	1913574		0	dsDNA viruses, no RNA stage	Podoviridae	42.641	51.3	bacteria	KY000081.1	-	43	2016/11/23	2016/11/23	Complete Genome
Pseudomonas phage PA10	1913575		0	dsDNA viruses, no RNA stage	Myoviridae	91.212	49.3	bacteria	KY000083.1	-	127	2016/11/23	2016/11/23	Complete Genome
Staphylococcus phage SCH1	1913581		0	dsDNA viruses, no RNA stage	Podoviridae	18.023	29.3	bacteria	KY000084.1	-	21	2016/11/23	2016/11/23	Complete Genome
Staphylococcus phage SCH111	1913582		0	dsDNA viruses, no RNA stage	Podoviridae	18.018	29.3	bacteria	KY000085.1	-	22	2016/11/23	2016/11/23	Complete Genome
Streptomyces phage BRock	1913591		0	unclassified phages	unclassified	112.523	52.3	bacteria	KX925554.1	-	187	2016/11/19	2016/11/19	Complete Genome
Staphylococcus phage StAP1	1913667		0	dsDNA viruses, no RNA stage	Myoviridae	135.502	30	bacteria	KX532239.1	192	192	2017/01/18	2017/01/24	Complete Genome
Salmonella phage STP03	1914788		0	unclassified phages	unclassified	43.428	49.6	bacteria	KY176369.1	70	70	2017/03/30	2017/03/30	Complete Genome
Escherichia phage Utah	1916098		0	dsDNA viruses, no RNA stage	Siphoviridae	59.024	56.4	bacteria	KY014601.1	73	73	2016/11/23	2017/01/23	Complete Genome
Pseudomonas phage Zigelbrucke	1916099		0	dsDNA viruses, no RNA stage	Myoviridae	92.338	49.3	bacteria	KY073228.1	171	171	2016/11/23	2016/11/23	Complete Genome
Pectobacterium phage PP74	1916101		0	dsDNA viruses, no RNA stage	Podoviridae	39.79	48.6	bacteria	KY084243.1	50	50	2016/11/23	2018/01/16	Complete Genome
Staphylococcus phage MRSA107	1916103		0	unclassified phages	unclassified	24.435	58.1	bacteria	KY038360.1	-	-	2016/12/20	2016/12/20	Complete Genome
Pseudoalteromonas phage C5a	1916107		0	unclassified phages	unclassified	35.209	42.2	bacteria	KY045851.1	46	46	2016/12/18	2016/12/18	Complete Genome
Vibrio phage JSF4	1916110		0	dsDNA viruses, no RNA stage	Myoviridae	124.261	37.1	bacteria	KY065147.1	-	228	2017/07/20	2017/07/20	Complete Genome
Vibrio phage JSF3	1916111		0	dsDNA viruses, no RNA stage	Podoviridae	69.396	34.6	bacteria	KY065148.1	-	112	2017/07/20	2017/07/20	Complete Genome
Mycobacterium phage Abdiel	1916112		0	dsDNA viruses, no RNA stage	Siphoviridae	51.381	63.9	bacteria	KY083058.1	88	88	2016/11/23	2017/01/23	Complete Genome
Mycobacterium phage Achebe	1916113		0	dsDNA viruses, no RNA stage	Siphoviridae	51.433	63.7	bacteria	KY083059.1	86	86	2016/11/23	2017/01/23	Complete Genome
Mycobacterium phage Bruiser	1916114		0	dsDNA viruses, no RNA stage	Siphoviridae	51.374	63.9	bacteria	KY083060.1	88	88	2016/11/23	2017/01/23	Complete Genome
Mycobacterium phage Eris	1916115		0	dsDNA viruses, no RNA stage	Siphoviridae	51.386	64	bacteria	KY083063.1	88	88	2016/11/23	2017/01/23	Complete Genome
Mycobacterium phage Millski	1916116		0	dsDNA viruses, no RNA stage	Siphoviridae	51.374	63.9	bacteria	KY083062.1	88	88	2016/11/23	2017/01/23	Complete Genome
Mycobacterium phage Palestino	1916117		0	dsDNA viruses, no RNA stage	Siphoviridae	51.369	63.9	bacteria	KY083061.1	88	88	2016/11/23	2017/01/23	Complete Genome
Mycobacterium phage LeoAvram	1916120		0	dsDNA viruses, no RNA stage	Siphoviridae	47.079	63.8	bacteria	KY006473.1	-	75	2016/11/23	2016/11/23	Complete Genome
Mycobacterium phage Prann	1916121		0	dsDNA viruses, no RNA stage	Siphoviridae	68.398	66.6	bacteria	KY006474.1	-	99	2016/11/23	2016/11/23	Complete Genome
Acinetobacter phage SH-Ab 15519	1916127		0	dsDNA viruses, no RNA stage	Podoviridae	40.493	39.5	bacteria	KY082667.1	51	51	2017/07/12	2017/07/12	Complete Genome
Streptococcus phage IPP10	1916151		0	unclassified phages	unclassified	40.648	40	bacteria	KY065452.1	63	63	2017/02/21	2017/02/21	Complete Genome
Streptococcus phage IPP11	1916152		0	dsDNA viruses, no RNA stage	unclassified	37.518	40.6	bacteria	KY065453.1	56	56	2017/02/21	2017/02/21	Complete Genome
Streptococcus phage IPP12	1916153		0	dsDNA viruses, no RNA stage	unclassified	34.428	40.3	bacteria	KY065454.1	57	57	2017/02/21	2017/02/21	Complete Genome
Streptococcus phage IPP14	1916154		0	unclassified phages	unclassified	37.252	38.4	bacteria	KY065455.1	49	49	2017/02/21	2017/02/21	Complete Genome
Streptococcus phage IPP15	1916155		0	unclassified phages	unclassified	38.083	40.3	bacteria	KY065456.1	55	55	2017/02/21	2017/02/21	Complete Genome
Streptococcus phage IPP16	1916156		0	unclassified phages	unclassified	34.329	37.5	bacteria	KY065457.1	56	55	2017/02/21	2017/02/21	Complete Genome
Streptococcus phage IPP17	1916157		0	dsDNA viruses, no RNA stage	unclassified	34.864	40.2	bacteria	KY065458.1	49	49	2017/02/21	2017/02/21	Complete Genome
Streptococcus phage IPP18	1916158		0	dsDNA viruses, no RNA stage	unclassified	34.235	40.2	bacteria	KY065459.1	55	55	2017/02/21	2017/02/21	Complete Genome
Streptococcus phage IPP19	1916159		0	dsDNA viruses, no RNA stage	unclassified	33.895	40.5	bacteria	KY065460.1	48	48	2017/02/21	2017/02/21	Complete Genome
Streptococcus phage IPP20	1916160		0	dsDNA viruses, no RNA stage	unclassified	37.441	40.1	bacteria	KY065461.1	56	56	2017/02/21	2017/02/21	Complete Genome
Streptococcus phage IPP21	1916161		0	unclassified phages	unclassified	37.192	40.2	bacteria	KY065462.1	56	56	2017/02/21	2017/02/21	Complete Genome
Streptococcus phage IPP22	1916162		0	dsDNA viruses, no RNA stage	unclassified	36.344	40.2	bacteria	KY065463.1	53	53	2017/02/21	2017/02/21	Complete Genome
Streptococcus phage IPP23	1916163		0	unclassified phages	unclassified	33.903	37.9	bacteria	KY065464.1	54	54	2017/02/21	2017/02/21	Complete Genome
Streptococcus phage IPP24	1916164		0	unclassified phages	unclassified	34.638	39.6	bacteria	KY065465.1	56	56	2017/02/21	2017/02/21	Complete Genome
Streptococcus phage IPP25	1916165		0	unclassified phages	unclassified	33.895	37.9	bacteria	KY065466.1	53	52	2017/02/21	2017/02/21	Complete Genome
Streptococcus phage IPP26	1916166		0	unclassified phages	unclassified	34.001	37.7	bacteria	KY065467.1	52	51	2017/02/21	2017/02/21	Complete Genome
Streptococcus phage IPP27	1916167		0	unclassified phages	unclassified	32.649	38.2	bacteria	KY065468.1	50	49	2017/02/21	2017/02/21	Complete Genome
Streptococcus phage IPP28	1916168		0	dsDNA viruses, no RNA stage	unclassified	33.045	39.7	bacteria	KY065469.1	52	52	2017/02/21	2017/02/21	Complete Genome
Streptococcus phage IPP29	1916169		0	dsDNA viruses, no RNA stage	unclassified	33.953	39.9	bacteria	KY065470.1	54	54	2017/02/21	2017/02/21	Complete Genome
Streptococcus phage IPP30	1916170		0	dsDNA viruses, no RNA stage	unclassified	36.844	40.1	bacteria	KY065471.1	54	54	2017/02/21	2017/02/21	Complete Genome
Streptococcus phage IPP31	1916171		0	unclassified phages	unclassified	39.828	40	bacteria	KY065472.1	63	63	2017/02/21	2017/02/21	Complete Genome
Streptococcus phage IPP32	1916172		0	unclassified phages	unclassified	41.421	40.3	bacteria	KY065473.1	64	64	2017/02/21	2017/02/21	Complete Genome
Streptococcus phage IPP34	1916173		0	unclassified phages	unclassified	38.867	40	bacteria	KY065474.1	67	67	2017/02/21	2017/02/21	Complete Genome
Streptococcus phage IPP35	1916174		0	unclassified phages	unclassified	40.164	39.9	bacteria	KY065475.1	68	68	2017/02/21	2017/02/21	Complete Genome
Streptococcus phage IPP36	1916175		0	unclassified phages	unclassified	40.781	40.2	bacteria	KY065476.1	67	67	2017/02/21	2017/02/21	Complete Genome
Streptococcus phage IPP38	1916177		0	unclassified phages	unclassified	40.403	40	bacteria	KY065478.1	63	63	2017/02/21	2017/02/21	Complete Genome
Streptococcus phage IPP39	1916178		0	unclassified phages	unclassified	37.761	38.4	bacteria	KY065479.1	50	50	2017/02/21	2017/02/21	Complete Genome
Streptococcus phage IPP40	1916179		0	unclassified phages	unclassified	40.449	40	bacteria	KY065480.1	65	65	2017/02/21	2017/02/21	Complete Genome
Streptococcus phage IPP41	1916180		0	dsDNA viruses, no RNA stage	unclassified	34.915	39.6	bacteria	KY065481.1	46	46	2017/02/21	2017/02/21	Complete Genome
Streptococcus phage IPP42	1916181		0	dsDNA viruses, no RNA stage	unclassified	35.061	39.3	bacteria	KY065482.1	43	43	2017/02/21	2017/02/21	Complete Genome
Streptococcus phage IPP43	1916182		0	dsDNA viruses, no RNA stage	unclassified	33.032	39.1	bacteria	KY065483.1	47	47	2017/02/21	2017/02/21	Complete Genome
Streptococcus phage IPP44	1916183		0	dsDNA viruses, no RNA stage	unclassified	30.572	38.9	bacteria	KY065484.1	45	45	2017/02/21	2017/02/21	Complete Genome
Streptococcus phage IPP45	1916184		0	unclassified phages	unclassified	37.387	40.4	bacteria	KY065485.1	57	57	2017/02/21	2017/02/21	Complete Genome
Streptococcus phage IPP46	1916185		0	unclassified phages	unclassified	40.232	41.2	bacteria	KY065486.1	67	67	2017/02/21	2017/02/21	Complete Genome
Streptococcus phage IPP48	1916186		0	unclassified phages	unclassified	37.848	38.5	bacteria	KY065487.1	52	52	2017/02/21	2017/02/21	Complete Genome
Streptococcus phage IPP5	1916187		0	dsDNA viruses, no RNA stage	unclassified	33.495	38.9	bacteria	KY065449.1	47	47	2017/02/21	2017/02/21	Complete Genome
Streptococcus phage IPP50	1916188		0	unclassified phages	unclassified	40.284	39.8	bacteria	KY065488.1	62	62	2017/02/21	2017/02/21	Complete Genome
Streptococcus phage IPP51	1916189		0	dsDNA viruses, no RNA stage	unclassified	32.793	39	bacteria	KY065489.1	48	48	2017/02/21	2017/02/21	Complete Genome
Streptococcus phage IPP52	1916190		0	unclassified phages	unclassified	36.805	38.1	bacteria	KY065490.1	52	52	2017/02/21	2017/02/21	Complete Genome
Streptococcus phage IPP53	1916191		0	unclassified phages	unclassified	37.235	38.3	bacteria	KY065491.1	55	55	2017/02/21	2017/02/21	Complete Genome
Streptococcus phage IPP54	1916192		0	unclassified phages	unclassified	38.9	38.4	bacteria	KY065492.1	55	55	2017/02/21	2017/02/21	Complete Genome
Streptococcus phage IPP55	1916193		0	unclassified phages	unclassified	37.847	38.7	bacteria	KY065493.1	48	48	2017/02/21	2017/02/21	Complete Genome
Streptococcus phage IPP57	1916194		0	dsDNA viruses, no RNA stage	unclassified	33.084	40.2	bacteria	KY065494.1	50	50	2017/02/21	2017/02/21	Complete Genome
Streptococcus phage IPP58	1916195		0	unclassified phages	unclassified	32.027	40.1	bacteria	KY065495.1	50	50	2017/02/21	2017/02/21	Complete Genome
Streptococcus phage IPP60	1916196		0	unclassified phages	unclassified	41.977	40.1	bacteria	KY065496.1	63	63	2017/02/21	2017/02/21	Complete Genome
Streptococcus phage IPP61	1916197		0	unclassified phages	unclassified	59.87	39.9	bacteria	KY065497.1	82	82	2017/02/21	2017/02/21	Complete Genome
Streptococcus phage IPP62	1916198		0	unclassified phages	unclassified	39.369	40.8	bacteria	KY065498.1	56	56	2017/02/21	2017/02/21	Complete Genome
Streptococcus phage IPP63	1916199		0	dsDNA viruses, no RNA stage	unclassified	34.28	40.1	bacteria	KY065499.1	52	52	2017/02/21	2017/02/21	Complete Genome
Streptococcus phage IPP64	1916200		0	unclassified phages	unclassified	39.689	41.1	bacteria	KY065500.1	67	67	2017/02/21	2017/02/21	Complete Genome
Streptococcus phage IPP65	1916201		0	unclassified phages	unclassified	39.046	38.5	bacteria	KY065501.1	50	50	2017/02/21	2017/02/21	Complete Genome
Streptococcus phage IPP66	1916202		0	unclassified phages	unclassified	37.969	37.8	bacteria	KY065502.1	53	53	2017/02/21	2017/02/21	Complete Genome
Streptococcus phage IPP67	1916203		0	unclassified phages	unclassified	33.607	40.8	bacteria	KY065503.1	54	54	2017/02/21	2017/02/21	Complete Genome
Streptococcus phage IPP68	1916204		0	unclassified phages	unclassified	36.203	41	bacteria	KY065504.1	54	54	2017/02/21	2017/02/21	Complete Genome
Streptococcus phage IPP69	1916205		0	unclassified phages	unclassified	40.787	40.5	bacteria	KY065505.1	66	66	2017/02/21	2017/02/21	Complete Genome
Streptococcus phage IPP8	1916206		0	unclassified phages	unclassified	40.08	40.1	bacteria	KY065450.1	61	60	2017/02/21	2017/02/21	Complete Genome
Streptococcus phage IPP9	1916207		0	unclassified phages	unclassified	41.185	40	bacteria	KY065451.1	63	63	2017/02/21	2017/02/21	Complete Genome
Pectobacterium phage PP101	1916414		0	dsDNA viruses, no RNA stage	Myoviridae	53.46	44.9	bacteria	KY087898.1	82	82	2016/11/23	2016/11/23	Complete Genome
Mycobacterium phage Mitti	1917488		0	dsDNA viruses, no RNA stage	Siphoviridae	57.895	68	bacteria	KY087992.1	95	94	2016/11/23	2016/11/23	Complete Genome
Mycobacterium phage Hammy	1920298		0	dsDNA viruses, no RNA stage	Siphoviridae	61.812	67.2	bacteria	KY087993.1	95	94	2016/11/23	2016/11/23	Complete Genome
Mycobacterium phage Taptic	1920305		0	dsDNA viruses, no RNA stage	Siphoviridae	60.973	67.4	bacteria	KY130461.1	93	92	2016/11/23	2017/01/06	Complete Genome
Streptomyces phage Bioscum	1920307		0	dsDNA viruses, no RNA stage	Siphoviridae	37.83	72.3	bacteria	KY092483.1	55	54	2016/11/23	2016/11/23	Complete Genome
Streptomyces phage Ididsumtinwong	1920308		0	dsDNA viruses, no RNA stage	Siphoviridae	37.817	72.4	bacteria	KY092479.1	56	55	2016/11/23	2016/11/23	Complete Genome
Streptomyces phage Mojorita	1920309		0	dsDNA viruses, no RNA stage	Siphoviridae	38.496	72.5	bacteria	KY092482.1	56	56	2016/11/23	2016/11/23	Complete Genome
Streptomyces phage PapayaSalad	1920310		0	dsDNA viruses, no RNA stage	Siphoviridae	38.411	72.6	bacteria	KY092481.1	55	54	2016/11/23	2016/11/23	Complete Genome
Streptomyces phage Picard	1920311		0	dsDNA viruses, no RNA stage	Siphoviridae	39.522	72.6	bacteria	KY092480.1	56	56	2016/11/23	2016/11/23	Complete Genome
Streptomyces phage Raleigh	1920312		0	dsDNA viruses, no RNA stage	Siphoviridae	40.785	71.8	bacteria	KY092484.1	53	53	2016/11/23	2016/11/23	Complete Genome
Brucella phage Iz	1920338		0	dsDNA viruses, no RNA stage	Podoviridae	41.446	48.1	bacteria	KY056619.1	64	64	2017/04/07	2017/04/07	Complete Genome
Staphylococcus phage P240	1920379		0	unclassified phages	unclassified	45.985	33.1	bacteria	KY056620.1	67	67	2017/05/24	2017/05/24	Complete Genome
Escherichia phage EC1-UPM	1258572		0	dsDNA viruses, no RNA stage	Podoviridae	70.912	42.9	bacteria	KC206276.2	-	80	2013/01/16	2013/08/20	Complete Genome
Pseudomonas phage PA26	1204542		0	dsDNA viruses, no RNA stage	Podoviridae	72.321	54.8	bacteria	JX194238.1	-	88	2012/08/01	2012/08/27	Complete Genome
Rhizobium phage RHEph04	1220604		0	dsDNA viruses, no RNA stage	Myoviridae	53.018	56.4	bacteria	JX483876.1	81	81	2013/01/16	2014/01/03	Complete Genome
Paenibacillus phage Shelly	1589754		0	dsDNA viruses, no RNA stage	Siphoviridae	41.152	41.5	bacteria	KP296795.1	68	68	2015/02/14	2015/06/23	Complete Genome
Vibrio phage SSP002	1161928		0	dsDNA viruses, no RNA stage	Siphoviridae	76.35	48.8	bacteria	JQ692107.1	102	102	2012/03/27	2012/06/29	Complete Genome
Ralstonia phage RP12	1923889		0	unclassified phages	unclassified	279.845	53.4	bacteria	AP017924.1	-	289	2016/12/03	2016/12/03	Complete Genome
Ralstonia phage RP31	1923890		0	unclassified phages	unclassified	276.958	53.3	bacteria	AP017925.1	-	287	2016/12/03	2016/12/03	Complete Genome
Enterococcus phage EFP01	1926594		0	unclassified phages	unclassified	155.053	37	bacteria	KY549443.1	193	193	2017/09/30	2017/09/30	Complete Genome
Aquamicrobium phage P14	1927013		0	dsDNA viruses, no RNA stage	Podoviridae	40.551	57.8	bacteria	KX660669.1	48	48	2016/12/18	2017/01/20	Complete Genome
Pectobacterium phage PP81	1927014		0	dsDNA viruses, no RNA stage	Podoviridae	40.727	48.9	bacteria	KY124276.1	-	43	2017/01/15	2017/01/15	Complete Genome
Pasteurella phage PMP-GADVASU-IND	1927015		0	unclassified phages	unclassified	46.335	53.4	bacteria	KY203335.1	-	65	2016/12/27	2016/12/27	Complete Genome
Clostridium phage Clo-PEP-1	1927016		0	dsDNA viruses, no RNA stage	Myoviridae	50.401	34.1	bacteria	KY206887.1	69	69	2016/12/27	2016/12/27	Complete Genome
Mycobacterium phage Petruchio	1927018		0	dsDNA viruses, no RNA stage	Siphoviridae	49.531	63.8	bacteria	KY213952.1	90	90	2016/12/27	2016/12/27	Complete Genome
Mycobacterium phage Blue	1927019		0	dsDNA viruses, no RNA stage	Siphoviridae	50.864	63.9	bacteria	KY224001.1	84	84	2016/12/27	2016/12/27	Complete Genome
Mycobacterium phage MrMagoo	1927020		0	dsDNA viruses, no RNA stage	Siphoviridae	84.303	60.8	bacteria	KY223999.1	176	155	2016/12/27	2016/12/27	Complete Genome
Mycobacterium phage Rich	1927021		0	dsDNA viruses, no RNA stage	Siphoviridae	69.819	67.6	bacteria	KY224000.1	95	95	2016/12/27	2016/12/27	Complete Genome
Corynebacterium phage phi16	1927022		0	dsDNA viruses, no RNA stage	Siphoviridae	58.2	52.2	bacteria	KY250482.1	101	101	2017/02/07	2017/02/07	Complete Genome
Mycobacterium phage BubbleTrouble	1927023		0	dsDNA viruses, no RNA stage	Siphoviridae	51.397	63.9	bacteria	KY204244.1	88	88	2016/12/18	2016/12/18	Complete Genome
Mycobacterium phage Camperdownii	1927024		0	dsDNA viruses, no RNA stage	Siphoviridae	51.131	63.9	bacteria	KY204245.1	87	87	2016/12/18	2016/12/18	Complete Genome
Mycobacterium phage Clarenza	1927025		0	dsDNA viruses, no RNA stage	Siphoviridae	51.372	63.9	bacteria	KY204246.1	88	88	2016/12/18	2016/12/18	Complete Genome
Mycobacterium phage Funston	1927026		0	dsDNA viruses, no RNA stage	Siphoviridae	51.372	64	bacteria	KY204247.1	88	88	2016/12/18	2016/12/18	Complete Genome
Mycobacterium phage JoongJeon	1927027		0	dsDNA viruses, no RNA stage	Siphoviridae	51.366	63.9	bacteria	KY204248.1	88	88	2016/12/18	2016/12/18	Complete Genome
Mycobacterium phage KFPoly	1927028		0	dsDNA viruses, no RNA stage	Siphoviridae	51.365	63.9	bacteria	KY204249.1	88	88	2016/12/18	2016/12/18	Complete Genome
Mycobacterium phage Kratark	1927029		0	dsDNA viruses, no RNA stage	Siphoviridae	51.407	63.9	bacteria	KY204250.1	88	88	2016/12/18	2016/12/18	Complete Genome
Mycobacterium phage Thanksgivukkah	1927030		0	dsDNA viruses, no RNA stage	Siphoviridae	51.37	63.9	bacteria	KY204251.1	88	88	2016/12/18	2016/12/18	Complete Genome
Salmonella phage LPSE1	1929963		0	unclassified phages	unclassified	41.854	49.8	bacteria	KY379853.1	59	59	2017/01/15	2017/01/15	Complete Genome
Mycobacterium phage Zephyr	1930080		0	dsDNA viruses, no RNA stage	Siphoviridae	52.32	63.9	bacteria	KX712238.1	92	92	2016/12/27	2016/12/27	Complete Genome
Providencia phage vB_PreS_PR1	1931407		0	dsDNA viruses, no RNA stage	Siphoviridae	118.537	39.5	bacteria	KY363465.1	157	157	2017/03/01	2017/03/23	Complete Genome
Ochrobactrum phage POI1126	1932118		0	unclassified phages	unclassified	59.782	56.2	bacteria	KY417925.1	78	78	2017/07/19	2017/07/19	Complete Genome
Bacillus phage BM10	1932131		0	dsDNA viruses, no RNA stage	Myoviridae	165.213	39.6	bacteria	KT995480.1	283	266	2015/11/24	2017/02/09	Complete Genome
Klebsiella phage K5-2	1932361		0	dsDNA viruses, no RNA stage	Podoviridae	41.116	53.3	bacteria	KY389315.1	42	42	2017/07/12	2017/07/12	Complete Genome
